Average Travel Time
11.01
10.24
14.88
13.01
35.52
9.91
79.68
48.97
10.00
12.15
65.18
15.10
104.26
15.75
107.63
12.49
104.68
30.18
11.07
18.38
12.27
11.35
44.14
65.67
80.90
140.97
15.25
106.49
106.38
10.83
12.36
10.35
10.46
41.62
101.21
15.78
13.31
11.23
62.15
167.47
52.04
12.18
15.07
57.57
83.03
97.34
14.04
268.67
171.90
144.25
60.52
94.14
87.48
145.02
16.73
60.79
18.21
11.38
77.90
12.01
17.37
16.87
19.19
39.93
28.34
109.88
106.18
10.52
68.23
99.43
14.37
9.82
144.52
198.26
40.61
226.40
222.71
241.86
59.54
64.60
83.91
63.63
220.41
91.30
220.36
62.14
23.97
17.16
205.92
162.71
297.10
15.07
17.46
10.59
18.68
11.87
181.77
127.61
12.49
21.87
45.11
12.31
16.99
261.21
10.77
13.81
15.83
381.38
269.23
10.57
80.11
65.68
10.65
10.33
18.78
78.36
45.59
342.55
35.47
19.78
142.29
11.08
244.22
75.08
13.13
11.16
197.39
29.93
63.94
108.64
29.56
226.20
116.35
300.12
166.57
247.58
111.72
81.80
281.81
15.75
71.67
120.23
16.09
209.66
69.32
9.67
55.68
312.47
214.35
18.40
136.90
187.32
225.99
10.31
221.77
207.12
155.77
150.98
13.07
95.20
193.28
10.90
255.74
354.94
18.22
18.33
78.20
11.78
400.25
26.53
14.87
17.59
9.42
251.47
10.87
8.85
74.34
137.93
13.50
315.57
174.45
290.20
398.45
192.17
151.00
324.28
87.50
332.90
211.85
54.78
267.30
14.17
85.79
101.86
127.99
14.45
13.89
254.97
216.86
163.00
15.19
10.95
223.40
280.51
69.68
150.55
420.81
76.55
297.73
25.68
73.34
265.67
10.25
87.59
85.32
83.92
64.64
79.92
49.67
195.92
68.64
420.09
90.86
170.49
44.38
18.01
9.72
359.33
105.94
11.19
65.98
161.81
11.22
9.64
238.61
16.64
185.68
226.03
9.30
23.22
79.57
134.51
116.28
121.29
17.18
144.05
249.91
18.73
202.72
186.40
306.38
317.51
10.11
85.21
10.88
225.68
498.84
208.46
11.97
105.97
153.79
151.94
122.39
95.78
21.48
408.14
351.29
168.41
423.00
326.32
130.34
243.81
12.26
132.95
272.99
129.42
123.08
120.78
247.95
10.36
169.36
245.19
111.32
94.08
246.58
121.34
275.45
193.70
513.03
245.08
256.46
140.53
277.56
138.07
101.76
110.71
64.28
12.44
67.75
55.52
15.64
118.30
12.45
11.07
431.29
20.46
128.44
362.30
182.33
218.29
184.14
290.58
10.46
311.11
431.80
265.09
212.22
191.08
158.87
345.13
237.06
467.61
363.49
252.91
486.64
377.87
413.73
135.43
194.36
156.71
292.97
110.89
9.25
30.39
155.71
281.03
113.28
370.43
310.36
264.55
311.56
469.71
202.98
291.58
127.82
14.72
431.42
30.20
41.64
382.62
258.69
168.90
210.17
21.17
369.82
164.02
183.00
174.67
76.02
180.32
169.62
243.78
308.28
11.15
54.71
401.01
9.71
14.37
12.51
10.50
448.79
120.91
68.29
118.08
337.15
249.66
404.87
296.19
34.58
154.08
276.64
223.35
434.52
129.81
185.32
138.34
12.15
10.61
262.31
406.69
165.87
247.20
95.24
310.04
348.92
239.82
145.07
116.47
41.18
13.03
160.18
200.43
12.70
9.96
365.71
76.97
129.12
161.37
40.09
12.10
24.27
22.52
64.69
13.42
175.68
13.15
397.71
19.08
356.22
16.67
58.38
87.58
260.48
12.62
15.23
360.27
205.28
345.37
97.76
301.48
203.56
567.24
426.72
193.76
303.65
67.24
390.67
402.16
13.47
308.48
18.36
510.01
524.75
312.71
301.55
21.94
368.38
191.86
335.54
282.32
107.07
49.78
203.74
113.67
298.35
38.56
17.64
15.30
355.84
176.39
34.94
20.39
9.45
360.62
489.07
136.12
55.26
97.10
258.77
560.26
13.03
112.54
432.25
282.14
538.06
548.89
419.28
11.51
654.92
479.84
343.17
473.50
450.57
327.03
132.59
413.97
414.90
315.40
446.10
244.14
137.09
162.28
215.01
271.15
289.09
111.48
23.16
406.77
105.52
119.90
392.09
374.07
334.18
69.19
11.74
278.63
19.63
369.97
15.62
76.93
248.07
120.88
103.32
43.66
281.46
103.94
658.78
85.19
9.77
67.93
439.79
39.30
112.32
653.71
31.09
37.39
105.70
22.49
49.03
11.08
12.55
15.07
24.90
19.64
10.76
11.00
488.56
80.78
248.93
243.28
293.18
132.30
185.65
616.72
535.67
161.44
304.88
297.41
259.57
619.77
254.98
344.71
412.62
233.07
21.18
193.82
264.45
21.00
16.90
346.53
283.13
714.66
179.49
11.75
10.35
63.32
260.01
88.96
492.48
430.00
449.92
32.91
27.60
689.38
232.32
56.52
10.07
14.79
104.18
273.88
12.23
199.69
202.30
554.04
344.58
398.42
89.28
16.52
490.69
421.29
454.98
718.73
238.46
288.77
11.37
257.89
11.87
314.96
614.90
9.78
206.16
173.97
44.79
9.99
509.27
359.73
16.62
44.83
745.44
290.62
13.25
350.81
280.92
360.15
206.23
998.84
474.07
26.72
262.45
181.50
11.28
9.87
194.34
139.40
116.31
385.57
325.46
9.83
102.25
300.88
145.56
20.13
413.80
275.73
90.32
14.50
131.67
12.25
98.74
38.43
277.98
434.28
32.65
295.83
147.90
419.46
317.85
431.44
57.18
88.66
864.52
533.63
353.34
88.44
16.52
465.77
206.01
35.22
334.56
228.84
11.61
89.69
420.40
101.47
128.61
425.03
18.27
42.53
12.51
497.56
21.13
15.02
376.94
159.08
96.54
479.09
10.05
353.09
381.97
222.64
9.62
307.99
9.50
9.92
570.93
37.68
270.61
49.11
9.55
49.26
122.91
10.38
584.72
587.61
28.22
13.24
11.02
412.20
336.79
10.36
230.39
28.78
88.07
346.15
237.81
12.30
57.10
483.01
410.25
530.97
227.65
73.23
914.58
230.56
45.20
1169.72
1186.33
216.02
68.59
34.55
60.16
313.22
503.80
142.30
25.48
513.78
385.02
170.36
190.01
108.92
303.75
22.27
289.46
23.65
86.66
20.50
60.07
17.96
178.16
84.81
10.53
84.88
10.78
10.55
567.14
33.36
146.23
18.26
234.28
126.07
423.75
191.28
690.64
428.40
106.50
362.04
125.48
53.11
387.24
11.81
216.17
543.59
255.63
129.13
282.18
11.76
9.99
10.78
112.26
156.55
1120.46
470.51
