Agent 1,Agent 2,Agent 3,Agent 4,Agent 5,Agent 6,Agent 7,Agent 8,Agent 9,Agent 10,Agent 11,Agent 12,Agent 13,Agent 14,Agent 15,Agent 16
-0.13489562886429468,-0.11858543564620903,-0.16617518768790104,-0.15821112016965083,-0.11020467953842979,-0.04830797390610362,-0.026187150837988837,-0.12185064227134902,-0.09374428827957453,-0.08343020229709566,-0.07973255491169019,-0.10156685997617818,-0.2637708597783009,-0.16190745466221865,-0.210466903845826,-0.12763681773151875
-0.1476956289313636,-0.12104484554862129,-0.15951517984507582,-0.16325994688519999,-0.1024407043831503,-0.044425986328463854,-0.039188556160866105,-0.12437718725903074,-0.09374428827957453,-0.0640202644088969,-0.07449512474409242,-0.08215692208797941,-0.2561411547935603,-0.20337108053326272,-0.1961771910182602,-0.15216271742053603
-0.15397842987009153,-0.1272519728581344,-0.16475261001267358,-0.15751530290278035,-0.10755666618396886,-0.04307054373850583,-0.03783311357090808,-0.13478917576877117,-0.10274223765803284,-0.06402026440889691,-0.09408940282452548,-0.07315897270952113,-0.2817752970791629,-0.21255763336376968,-0.21046690384582603,-0.16633096188132265
-0.17707748862406697,-0.1439339605028431,-0.1685674625050439,-0.16644611719596922,-0.1126726279847874,-0.048307973906103606,-0.028713695825670574,-0.13602314999194998,-0.1180901230604885,-0.06266482181893888,-0.10185337797980497,-0.08215692208797941,-0.28165382871238365,-0.1995562280408924,-0.22191146132293685,-0.167476460671527
-0.18730941222570408,-0.14400109558811247,-0.19870373600594177,-0.1753097964038885,-0.11279409635156662,-0.03783311357090807,-0.033951125993268334,-0.15137103539440566,-0.1349735159610055,-0.06925769457649467,-0.08885197265692771,-0.09251031405639573,-0.30615412479388154,-0.18014629015269368,-0.24383087913524332,-0.14688688184165924
-0.1821934504248854,-0.15066110343093783,-0.2091785963411373,-0.17652243027936235,-0.1539018556662184,-0.03395112599326833,-0.028713695825670578,-0.16283693321922155,-0.14915029896573748,-0.07061313716645268,-0.0954448454144835,-0.08998376906871401,-0.3166417869328368,-0.18156886782792114,-0.2338088993333599,-0.1777371139471545
-0.20444428040372487,-0.15350625878139273,-0.20911146125586796,-0.20209370073950983,-0.17966172957841448,-0.041715101148547824,-0.032595683403310316,-0.14989839972179939,-0.1503214013634612,-0.06013827683125718,-0.09815573059439954,-0.1157436429809101,-0.3308441735450881,-0.18777599513743426,-0.2520477348238349,-0.18951308359079824
-0.22778627589125872,-0.14199456621901235,-0.24157287448863934,-0.20483018952694523,-0.19654512247893147,-0.04171510114854783,-0.04035965855858983,-0.1603103882315398,-0.12462012399258919,-0.06537570699885493,-0.087680870259204,-0.10927223859013352,-0.3627983729630376,-0.1954057001221748,-0.2520477348238349,-0.2076847839960038
-0.2252725327073367,-0.1524694265542079,-0.2415057394033699,-0.21260270322617,-0.2262498557942224,-0.033951125993268334,-0.046952531316145615,-0.16542635003235837,-0.12073813641494945,-0.06402026440889691,-0.08632542766924597,-0.1235076181361896,-0.38319508508104233,-0.2020657079650001,-0.26006318525661815,-0.21183104865490707
-0.22533966779260603,-0.16436686456463095,-0.25340317741379287,-0.21123445883245234,-0.2236018424397615,-0.033951125993268334,-0.033951125993268334,-0.18477769137923294,-0.1530908830847013,-0.049663416496061624,-0.09408940282452546,-0.12862357993700815,-0.39466098290585827,-0.20872571580782534,-0.2771309183493694,-0.24787717945024995
-0.24208025197863892,-0.16055201207226064,-0.26013032034188754,-0.24106066051452235,-0.2374728168854799,-0.040359658558589806,-0.028713695825670578,-0.1601303233234365,-0.15832831325229907,-0.06013827683125715,-0.103208820569763,-0.155617428072383,-0.38426179619987755,-0.2348457315605447,-0.2890283563597925,-0.22458951724422582
-0.2550901958454614,-0.15001001665179567,-0.26401230791952734,-0.25536317514584783,-0.23482480353101898,-0.06383592421666262,-0.03395112599326833,-0.1550143615226179,-0.16332280668633842,-0.06013827683125716,-0.11892111107255629,-0.16473684581762052,-0.3893777580006961,-0.2643948543575917,-0.2890283563597925,-0.22965968430747996
-0.25762527937708846,-0.16811458197173168,-0.2872871683217918,-0.23337662224827208,-0.22342177753165812,-0.0483079739061036,-0.0535454040737014,-0.18589019723563258,-0.1734332619211963,-0.06925769457649467,-0.12280309865019604,-0.1467409470607039,-0.42475146166919187,-0.24667603448569825,-0.29045093403502,-0.26429177597154074
-0.24998277258858834,-0.17341914722459895,-0.31069629889459505,-0.2164932293477551,-0.2389497278422171,-0.03530656858322634,-0.05218996148374337,-0.20000410841490943,-0.1746672361443751,-0.10049793538984694,-0.10980169332731878,-0.1529694147179221,-0.44637360946643007,-0.25715089482089376,-0.3086897695254951,-0.2822205396431879
-0.25637850335015,-0.17723399971696924,-0.31062916380932554,-0.22783765880579185,-0.22983031009697963,-0.05218996148374338,-0.04171510114854784,-0.2165859680405439,-0.19266313490129175,-0.10573536555744474,-0.11756566848259827,-0.1736133268292996,-0.4333850059473126,-0.25715089482089376,-0.30868976952549504,-0.26045558313146544
-0.29630662172313277,-0.172516585167953,-0.31386006460782323,-0.24103620612466306,-0.20906492961882286,-0.05083451889378535,-0.05607194906138314,-0.24357981617591876,-0.23512633680590156,-0.10320882056976302,-0.12415854124015406,-0.18396671879771598,-0.4319038317307609,-0.2623883249884916,-0.3163866095955051,-0.2681524232014756
-0.30265655774713013,-0.19062115048788913,-0.34884802282827626,-0.2605004772943714,-0.2129469171964626,-0.04559708872618757,-0.03918855616086612,-0.21917538485368068,-0.2078895519369682,-0.1096173531350845,-0.11892111107255629,-0.1956126815306352,-0.45903195003667474,-0.27525546014082986,-0.321489769592564,-0.2693863974246543
-0.3024679542950814,-0.18926570789793107,-0.33701771990312274,-0.270736664155823,-0.21571639891770275,-0.04307054373850584,-0.05995393663902288,-0.22570538578578137,-0.20400756435932843,-0.08885197265692771,-0.13210685658766788,-0.17484730105247845,-0.48979485592685557,-0.3050731232789547,-0.3306091873378014,-0.28601405178785316
-0.32698959072428424,-0.1930805603903014,-0.3316460195649862,-0.29390285799506793,-0.2233589057062031,-0.04307054373850584,-0.0613093792289809,-0.21794141063050188,-0.2064755128056861,-0.09932683299212322,-0.12434288143238836,-0.19820209834377198,-0.5028047997936781,-0.2988659959694415,-0.3452846456134098,-0.29021464972826627
-0.28751435288461386,-0.2400831617281425,-0.33688344973258394,-0.30042859566735436,-0.23364942584916432,-0.046952531316145595,-0.057427391651341156,-0.22693936000896028,-0.20647551280568605,-0.09020741524688572,-0.12046089385474863,-0.20596607349905155,-0.5180184150255949,-0.3055260038122668,-0.3624866488767002,-0.29637598230021484
-0.2695312559314568,-0.2571508948208938,-0.36598289100629733,-0.30913355031487527,-0.24659223463071742,-0.060138276831257165,-0.05101885908601965,-0.23612164957965284,-0.20400756435932846,-0.09408940282452549,-0.13734428675526558,-0.2160765287339094,-0.5136963487184028,-0.2910348857288926,-0.3805912141966361,-0.29904533600238087
-0.2810429484938373,-0.24525345681047067,-0.3634563460186155,-0.31943260900178194,-0.2515281315234327,-0.07431078455185813,-0.05878283424129914,-0.2580581324555333,-0.2001255767816887,-0.09020741524688575,-0.13210685658766785,-0.19401857749124968,-0.5417899009064178,-0.28347231582942145,-0.40535578735939753,-0.31722983821134615
-0.31197311748836143,-0.24383087913524332,-0.37108605100335595,-0.29744605610420605,-0.24376415636815318,-0.07159989937194212,-0.052189961483743365,-0.2721091718093552,-0.20788955193696818,-0.09932683299212325,-0.14646370450050308,-0.20301652686970798,-0.5441907142675058,-0.32110402414452116,-0.40774806217654047,-0.3031159270320693
-0.322326509456778,-0.2424083014600159,-0.37742744848340787,-0.3502498481734725,-0.24888011816897176,-0.09778705020993095,-0.04307054373850585,-0.26822718423171527,-0.19871153765040658,-0.10844625073736075,-0.15693856483569857,-0.2082539570373057,-0.5648431649228288,-0.3134743191597805,-0.4482920609273645,-0.28131797758654203
-0.31978716266533647,-0.24143860431810035,-0.3907474641690583,-0.3565369123720146,-0.2577565991806508,-0.10166903778757069,-0.030069138415628593,-0.2746399920811678,-0.20770948702886485,-0.09291830042680177,-0.1647025399909781,-0.18884401914910698,-0.5581703552762438,-0.34968344979965277,-0.4535294910949624,-0.3031830621173386
-0.31734055456668403,-0.2428611819933279,-0.39494806210947137,-0.3679814698491255,-0.2796344855152072,-0.09507616503001493,-0.05878283424129914,-0.26410653520464805,-0.20906492961882286,-0.09156285783684374,-0.18817880564905087,-0.17196062624859001,-0.5775344984268783,-0.3707003055553133,-0.4367132332797147,-0.335523006983331
-0.31591797689145656,-0.2530845670510196,-0.3963035046994295,-0.3734160420127174,-0.2706365361367489,-0.0640202644088969,-0.06519136680662065,-0.27174904199314837,-0.23464473862291566,-0.11097279572504251,-0.19206079322669062,-0.186196005794646,-0.6010864377141659,-0.3735454609057684,-0.44854353620486825,-0.3292359427847886
-0.31833159205630435,-0.25929169436053284,-0.39099893944656217,-0.4054587168636415,-0.2862859548140871,-0.06925769457649467,-0.0677179117943024,-0.24722314230413112,-0.2305784108530416,-0.1239742010479198,-0.1712954127485338,-0.21984132322890088,-0.6101600607218388,-0.37490090349572636,-0.4604409742152913,-0.3163688076324501
-0.3310772588418635,-0.2530845670510197,-0.4144752051046349,-0.40813660910975275,-0.29004647402494765,-0.06013827683125715,-0.0768373295395399,-0.24598916808095228,-0.23569437265386012,-0.14221303653839484,-0.1621759950032964,-0.23259979181821974,-0.6398104607556203,-0.38291635392850953,-0.4577300890353752,-0.3409362387992175
-0.35690000457951465,-0.25308456705101967,-0.4091706398517677,-0.43765273897299506,-0.29781044918022714,-0.06790225198653665,-0.06907335438426039,-0.2704564712286455,-0.24857430960995822,-0.12551398383011209,-0.15829400742565658,-0.24936171635195753,-0.6396889923888408,-0.4024605619872471,-0.4643900968782004,-0.3485787455877178
-0.35347516079500135,-0.26258973024429993,-0.4234603526793335,-0.441287526557262,-0.2577565991806508,-0.07702166973177417,-0.07295534196190015,-0.27292441967500325,-0.2910961080558921,-0.12551398383011209,-0.16353143759325436,-0.25817960082231245,-0.6510792165844421,-0.4038160045772052,-0.46342039973628507,-0.3716106692564239
-0.36758907197427837,-0.24997407036946537,-0.4157635126093237,-0.4786219648572933,-0.24364268800137395,-0.08866763246469342,-0.07295534196190015,-0.29985539598492295,-0.3013280316575292,-0.1189211110725563,-0.15964945001561462,-0.22712370020119446,-0.6524431977183456,-0.4067282950129296,-0.49335526798137475,-0.37939598475940833
-0.3713367893813791,-0.2471960501042798,-0.44305463075976675,-0.4823824840681539,-0.24740320721223452,-0.0873121898747354,-0.05101885908601965,-0.3048498894189623,-0.2845661071237914,-0.12280309865019605,-0.1751774003261736,-0.2310056877788343,-0.6640891604512645,-0.43156000326096045,-0.5305340957631626,-0.37551399718176864
-0.3813801095309677,-0.2586406075813906,-0.45592176591210504,-0.4735188048602347,-0.26946543373902515,-0.09137851764460944,-0.04578142891842188,-0.31384783879742056,-0.2703935994031904,-0.12804052881779385,-0.1907053506367326,-0.23365370113329523,-0.6793613722245058,-0.41589778277986256,-0.5343489482555328,-0.3758454093483015
-0.3723150250672398,-0.271507742733729,-0.46018949893778743,-0.49686080034776836,-0.28746133249594175,-0.09661594781220723,-0.049663416496061624,-0.2946179658173252,-0.29633781350762084,-0.11775000867483257,-0.19458733821437235,-0.24141767628857472,-0.6945664489124767,-0.41447520510463504,-0.5419786532402734,-0.3603174590377426
-0.4148783549909237,-0.27816775057655424,-0.46018949893778743,-0.5081838894581001,-0.2705779395954247,-0.07449512474409244,-0.049663416496061624,-0.30484988941896224,-0.30656973710925794,-0.13327795898539155,-0.1829413754814531,-0.250415625667033,-0.7138506551740823,-0.4211352129474604,-0.5447066034837635,-0.37349466600890885
-0.4122974767217322,-0.26814577077467094,-0.4838501047880946,-0.5027578558384538,-0.2938698650612632,-0.07061313716645269,-0.05625628925361742,-0.33572572513197685,-0.2986214217617441,-0.13075141399770981,-0.17905938790381334,-0.26588497943626793,-0.7114797207046443,-0.4787469447910357,-0.516580058361944,-0.38124583936042883
-0.4184918022274857,-0.2680786356894015,-0.49439210020855945,-0.5041132984284117,-0.31574775139581956,-0.09020741524688572,-0.052374301675977675,-0.34996110467803304,-0.29473943418410437,-0.14122627433290535,-0.19748256358652264,-0.2347662069896948,-0.7346001198063249,-0.485272682463322,-0.5180026360371712,-0.37347332566120395
-0.4263101106642748,-0.26904833283131674,-0.49296952253333204,-0.5105303695376783,-0.3169188537935433,-0.08108799750164822,-0.0795482147194559,-0.34983963631125375,-0.275509561204009,-0.15693856483569868,-0.18059917068600567,-0.2437641563681531,-0.7331903439348568,-0.4864437848610458,-0.5466491967775728,-0.3750930453324253
-0.450911683982507,-0.3115317258659716,-0.4905772477161891,-0.544184225515879,-0.292392954104526,-0.07973255491169022,-0.09119417745237517,-0.29937379780193707,-0.31168142362594553,-0.1567542246434644,-0.15964945001561467,-0.2915233849816848,-0.721611516287207,-0.4682720844558402,-0.5272392588893736,-0.39676952641117313
-0.4574502234585531,-0.3077168733736014,-0.4958818129690563,-0.5443184956864177,-0.27939154878164874,-0.10068227558208129,-0.06907335438426042,-0.3177341016591913,-0.332266739195999,-0.15422767965578266,-0.17924372809604766,-0.3134012713162412,-0.7381262408275723,-0.4773915022010777,-0.5338321316469297,-0.39655958261141955
-0.46274198690766055,-0.2910348857288926,-0.5203277757690444,-0.554483284202785,-0.29738744753856533,-0.11368368090495853,-0.05995393663902288,-0.3407244938501472,-0.33596866186553537,-0.15829400742565666,-0.17788828550608965,-0.3159906881293781,-0.734055649797884,-0.4863766497757763,-0.548507589922538,-0.3877715770327148
-0.4897230332392758,-0.294849738221263,-0.5450252138465369,-0.561865789194153,-0.2908574466064646,-0.11368368090495856,-0.05878283424129914,-0.33536559531577026,-0.34373263702081486,-0.17517740032617363,-0.17788828550608968,-0.33010459930865493,-0.7854368641919227,-0.4926509121705589,-0.5690715651448865,-0.3990946661430465
-0.5215099695528814,-0.313856865597845,-0.5244612386241883,-0.5992332204279894,-0.32826755853571093,-0.12163199625247234,-0.06266482181893891,-0.37394680964274035,-0.35378449571434867,-0.17382195773621564,-0.1961271209965647,-0.318638701483839,-0.7970156918395725,-0.5079774572253097,-0.5776709672715423,-0.4157223205062455
-0.5303736487608008,-0.35421652415643473,-0.5502626440141343,-0.6207882331399583,-0.35914339424872566,-0.10339316076199731,-0.057427391651341135,-0.39970668355493644,-0.3421971295227535,-0.16470253999097811,-0.20136455116416244,-0.2939327368867184,-0.8418711685613253,-0.5480685754428218,-0.5853678073415527,-0.45564190033528285
-0.522147190278428,-0.39618310058248635,-0.5698569220945671,-0.6268195588011823,-0.3745498761925054,-0.11232823831500051,-0.05218996148374335,-0.426579063323532,-0.3343116860006948,-0.1386997293452236,-0.21165507130712363,-0.31192863564363504,-0.9085917298138741,-0.5533060056104195,-0.6025026755195735,-0.5099897384465562
-0.5545414684259301,-0.38324883034487844,-0.5698569220945675,-0.6578711961624857,-0.4322394951327917,-0.12280309865019605,-0.06383592421666265,-0.4251650241922499,-0.32790315343537335,-0.17536174051840797,-0.2052465387418022,-0.34415991394660755,-0.9550455858591436,-0.55323887052515,-0.6249421089504615,-0.5089071114818068
-0.5599931056530962,-0.414673411350465,-0.5971981102667058,-0.676068500175211,-0.39107313927681575,-0.12804052881779382,-0.05607194906138312,-0.44475930227268295,-0.3769549528134079,-0.1831257156736875,-0.20660198133176028,-0.36203434433674486,-0.9370252327123675,-0.5468303379598284,-0.6396847023113398,-0.529433830510536
