Agent 1,Agent 2,Agent 3,Agent 4,Agent 5,Agent 6,Agent 7,Agent 8,Agent 9,Agent 10,Agent 11,Agent 12,Agent 13,Agent 14,Agent 15,Agent 16
-0.5754624594223309,-0.44054195182568073,-0.6118735685423141,-0.6916806626589306,-0.40025115356337737,-0.11621022589264024,-0.10690646795516846,-0.4599271227670353,-0.42441264815205704,-0.1699399701585759,-0.1792437280960477,-0.38255678808134336,-0.9462160608270055,-0.5668103614883041,-0.670790672954153,-0.5564692101236612
-0.6102916930823857,-0.4353045216580829,-0.6247407036946524,-0.6754600940914789,-0.4106045455317937,-0.1540433394635483,-0.1030244803775287,-0.5009720102562321,-0.43852655933133383,-0.16876886776085218,-0.18700770325132718,-0.40320070019272086,-0.9639903631980683,-0.5992717747210756,-0.6654861077012851,-0.5563264014091771
-0.6518053889751254,-0.4005680387151336,-0.7237489263240029,-0.68679598500557,-0.4093705713086149,-0.16568930219646757,-0.07431078455185813,-0.49474354259901393,-0.4475245087097922,-0.18312571567368746,-0.19883800617648076,-0.40320070019272086,-1.007431800788539,-0.5902194920611076,-0.7269126920372311,-0.5536240547732062
-0.6582682548219566,-0.4096203213751016,-0.7447657820796635,-0.717194485795413,-0.4401878104803054,-0.13715994656303132,-0.09273396023456747,-0.5037414919774723,-0.44228707854219446,-0.20660198133176025,-0.20019344876643874,-0.4197825598183553,-1.0535425920811754,-0.6345112082190326,-0.7104150445847562,-0.5850156428449882
-0.6398322773354873,-0.4314726041021388,-0.7443129015463509,-0.7374782680905843,-0.48406505151619733,-0.13715994656303132,-0.0968002880044415,-0.5360942386472245,-0.3944692533873386,-0.2104839689094,-0.23531567715743074,-0.4157205073326123,-1.099690639567431,-0.6348969536670753,-0.7570990355598244,-0.5658742452978672
-0.6770995805502495,-0.45637144743543895,-0.730476069252098,-0.8049404413475683,-0.4928829359865523,-0.1346334015753496,-0.09526050522224919,-0.5359141737391213,-0.3930552142560565,-0.21165507130712372,-0.24967252507026602,-0.38872665919723737,-1.134322731231492,-0.6763435144745454,-0.7976430343106488,-0.5656441103680684
-0.6530393631983041,-0.5059677288462309,-0.7384915196848809,-0.8486919507568664,-0.4708249847438926,-0.13075141399770984,-0.09390506263229118,-0.5354911720974594,-0.4431609229491666,-0.21165507130712372,-0.28984784343662146,-0.43124845764317127,-1.1376389084529854,-0.7038861079024922,-0.7909830264678236,-0.5772101362119586
-0.7047434512149308,-0.49962633136617873,-0.7675238258733242,-0.8636882328627448,-0.47871042826595134,-0.12551398383011209,-0.08614108747701171,-0.5328431587429981,-0.49727008758669555,-0.23124934938755676,-0.3135084492869286,-0.4493072282255429,-1.122077965208622,-0.7248358285728831,-0.78865788673595,-0.597949913082596
-0.6816199380710956,-0.502471486716634,-0.7996666287433228,-0.8867542986829153,-0.456832541931395,-0.16451819979874382,-0.07702166973177417,-0.5627908287918479,-0.508916050319615,-0.2547256150456297,-0.28362365106353443,-0.46847850466431423,-1.1477920443832539,-0.7252887091061953,-0.8253870329944041,-0.6407231868060338
-0.703485022601892,-0.5087457491114166,-0.7867994935909846,-0.9007296764318389,-0.43994914903087795,-0.18528358027690062,-0.10419558277525243,-0.5844886502183007,-0.5205034165112101,-0.2533701724556716,-0.2746885735105313,-0.45406306021015486,-1.16965712891405,-0.7238661314309676,-0.8782781512789849,-0.6703064517545454
-0.7328455419468907,-0.5163754540961571,-0.7920869937802777,-0.8876483342199327,-0.4642949838117919,-0.19421865782990386,-0.10419558277525243,-0.5687763597155077,-0.5293213009815649,-0.2327891321697491,-0.2655691557652936,-0.44752878399392315,-1.2233091497584527,-0.7862794779724028,-0.9005161794540644,-0.6915247127660142
-0.7545763563071481,-0.48960435156429555,-0.8338521649505207,-0.908103642879262,-0.47576088163660785,-0.1814015926992609,-0.11855243068808771,-0.6049482221374445,-0.5396746929499815,-0.26131848780318545,-0.2628582705853776,-0.48893807658345745,-1.2474877214350235,-0.8369125916103797,-0.8848038889512709,-0.6672417498105554
-0.7647496833674614,-0.5000792118994912,-0.8600393157885095,-0.9106387264108883,-0.5263524637968349,-0.15422767965578263,-0.11855243068808774,-0.6074161705838022,-0.566970074360239,-0.2704379055484229,-0.261687168187654,-0.537994151245623,-1.232249651813247,-0.8826268854435321,-0.8881019248350381,-0.6463549009656194
-0.7597551899334222,-0.5258134822041679,-0.905317794151924,-0.9245768359418757,-0.5574083644179532,-0.16199165481106212,-0.08225909989937194,-0.6161125866873777,-0.5706091252043203,-0.2706222457406572,-0.30457337173392557,-0.5494600490704391,-1.2860359428281891,-0.87835915241785,-0.8780128099478851,-0.6772594663526242
-0.7933547126301121,-0.5450220148365583,-0.9520689202122616,-0.9156673619963922,-0.540642164600084,-0.15034569207814288,-0.09797139040216524,-0.5848137493327008,-0.5679025153085352,-0.29779615878413546,-0.3189302196467608,-0.5518651256913417,-1.3234417794733042,-0.8711119938711738,-0.8937251004506783,-0.7041733775989705
-0.824447881469166,-0.5426297400194154,-0.9057035395999666,-0.9843134514791773,-0.5367601770224445,-0.1765328429161317,-0.13814670876852073,-0.5989276605119782,-0.5587245010219736,-0.29409851139873006,-0.3020468267462438,-0.5530990999145208,-1.3947273437666032,-0.8497125916774486,-0.9329136566115442,-0.7283306089278356
-0.8567334930536482,-0.5697865879993198,-0.9095183920923372,-0.9984816959399632,-0.5365801121143411,-0.1817702730837295,-0.10031359519761265,-0.651681382559549,-0.5857183491573483,-0.2915719664110483,-0.30728425691384165,-0.5235201102501396,-1.4415871363899595,-0.8473874519455754,-0.9405433615962852,-0.7797832216669587
-0.8362451914605146,-0.6259086070823978,-0.9304009776774582,-0.9864084562812515,-0.5496443892626732,-0.19477167840660675,-0.11873677088032202,-0.6660382304723842,-0.5933022594045245,-0.29563829418092236,-0.30728425691384165,-0.5351074764417345,-1.4157601273924947,-0.8592348199343031,-0.9600033695061791,-0.7988574841288099
-0.8661257264240946,-0.6391614876827793,-0.9369267153497451,-1.0483103257480506,-0.5535849733816374,-0.20777308372948403,-0.10709080814740278,-0.6713971290067613,-0.6127121972927235,-0.30340226933620185,-0.28534777403796113,-0.5517479326086936,-1.4022515082547955,-0.8386537796483806,-0.9717164673243681,-0.8439217554326562
-0.8599399394622872,-0.6793197409855609,-0.9523203954897648,-1.0855104938775426,-0.5469335040827574,-0.2234853742322773,-0.08749653006696972,-0.6930949504332145,-0.5866507901056448,-0.2954539539886879,-0.29970462195079645,-0.562038452751655,-1.4294754913199692,-0.8440926150717869,-1.0522844492074348,-0.7911893737327902
-0.8739409208187295,-0.6909657037184801,-0.9836277713883869,-1.1127728823539957,-0.6023981113102443,-0.209128526319442,-0.0810879975016482,-0.6555047735958645,-0.6085915482656564,-0.29021652382109014,-0.3154169124535896,-0.5953822369110271,-1.4356826186294824,-0.8672332053035121,-1.0578404897378053,-0.8284566769475524
-0.9150987501550765,-0.6614837160067023,-1.0359349379790943,-1.1374458660416282,-0.6139226056763846,-0.207773083729484,-0.10068227558208126,-0.6762072822485665,-0.6343514221778523,-0.29545395398868796,-0.31911455983899506,-0.5733242856683674,-1.4314820206890695,-0.8557215127411321,-1.074455342297245,-0.8251075067922535
-0.9191906815324702,-0.708419182259274,-1.0178804426808543,-1.1357888901767883,-0.6537335189424023,-0.21301051389708178,-0.11368368090495852,-0.7226110682721401,-0.6073575740424776,-0.2979804989763697,-0.3334714077518304,-0.561678322935448,-1.4564479991076384,-0.8067624520558861,-1.1394453038480572,-0.8555475390598469
-0.8808652057428183,-0.709190673155359,-0.994857057556094,-1.1408334536325224,-0.6704954434761402,-0.21960338665463755,-0.12785618862555947,-0.7843041431568449,-0.6200574460904724,-0.3032179291439674,-0.3451173704847496,-0.5719102465370854,-1.4938282321452347,-0.8319127706666901,-1.1087922137385564,-0.8941702848645668
-0.9210948573906835,-0.6876570007910957,-1.029261064082674,-1.2158166653112272,-0.6486218324257147,-0.19883800617648079,-0.16162297442659349,-0.7299563170698885,-0.6611023335796687,-0.3253387522120822,-0.3412353829071099,-0.5964361462261025,-1.4894933640342833,-0.8227933529214522,-1.1025179513437737,-0.9212483451731021
-0.9350201651179115,-0.68099699294827,-1.040705621559785,-1.2207024921822476,-0.6226818936054155,-0.2366711197473888,-0.20081153058745957,-0.7543021518508026,-0.6944461177390412,-0.37617327110586757,-0.32318088760886926,-0.6093789550076556,-1.4918185037661564,-0.8251856277385952,-1.1332243104849482,-0.8988493669458117
-0.9247882415162747,-0.7043389884358038,-1.03009649105405,-1.2563042809882232,-0.6045645264817194,-0.26674025816301744,-0.19286321523994582,-0.8137116184813847,-0.731671889476053,-0.3800552586835073,-0.3489993580623894,-0.6414887649438495,-1.526860795268119,-0.8242159305966797,-1.155210863382524,-0.8771728858670633
-0.9439967741486652,-0.7520598116380565,-1.0491206834942062,-1.2739773061225534,-0.577390613438241,-0.27820188070370244,-0.15656988445123002,-0.8162381634690661,-0.7459658655634333,-0.34376192789479165,-0.3786998160935493,-0.6347158272781902,-1.5149505554539369,-0.8614789585273112,-1.1237862823769376,-0.8966712991882366
-0.9608844423333129,-0.7754018071255901,-1.0483523916080995,-1.323187842085302,-0.5929185637488003,-0.2987829209896249,-0.14609502411603448,-0.8185217717231895,-0.748433814009791,-0.3476439154724314,-0.40199174155938777,-0.6539457002582857,-1.5315153379916802,-0.8511383683626546,-1.1599954130168095,-0.908103054861588
-0.9777635719740159,-0.7824475604164582,-1.0730498296855915,-1.3797894095590488,-0.6213893228409125,-0.27937298310142616,-0.1645181997987438,-0.8038676658196029,-0.756017724256967,-0.3489993580623894,-0.41147983968909396,-0.6798899143627158,-1.544449608229288,-0.8459680732803264,-1.1742851258443758,-0.9134491515922047
-1.0162105161304469,-0.8062595015008782,-1.0771832925407352,-1.4105309751015236,-0.6563900828651253,-0.25102796766022417,-0.1542276796557826,-0.8620431582270057,-0.7506002291812658,-0.35306568583226344,-0.4312584579617613,-0.6541300404505201,-1.5780949256635424,-0.8836669166806954,-1.1732482936171906,-0.9443335258491649
-1.0650236540590539,-0.805038329081459,-1.0848129975254754,-1.4412139441026763,-0.6160932961319907,-0.29798049897636975,-0.15792532704118806,-0.8915635513500628,-0.7650199489195565,-0.32570743259655094,-0.38720115201776617,-0.6421782691585873,-1.5688412377477663,-0.9003489043254038,-1.1942150793511561,-1.004174532665354
-1.0907249314299259,-0.8155131894166548,-1.0640476170473185,-1.4730680155015512,-0.6339677265221283,-0.3121530066969707,-0.17597982233942874,-0.8577967655490287,-0.7467853887132124,-0.34259082549706793,-0.37925283667025234,-0.7131079548711777,-1.566126089308036,-0.8782280812572892,-1.2009422222792503,-0.991324474600906
-1.1009099110763383,-0.7806424363031662,-1.0588101868797208,-1.4974010484787041,-0.6752555507448833,-0.33156294458516955,-0.19169211284222212,-0.8680286891506654,-0.7618274655566544,-0.32706287518650895,-0.3740154065026544,-0.7051639148077953,-1.5763995443874228,-0.8692930037042862,-1.2519610813652706,-1.0067767512822503
-1.1038051244241716,-0.7806424363031665,-1.0744724073608187,-1.5016016464191182,-0.6796276870737706,-0.2770307783059787,-0.17634850272389735,-0.8757926643059449,-0.7670020238987971,-0.33599795273951216,-0.35848745619209543,-0.7261722320195103,-1.568702704317413,-0.8565601387224867,-1.2611977042174725,-0.9761023208250441
-1.0815990249330618,-0.8037190904596008,-1.0865041155417805,-1.4858350226348152,-0.6982937994900383,-0.2537388528401402,-0.17111107255629956,-0.8614358163931097,-0.8008902780666101,-0.3387088379194282,-0.36255378396196963,-0.7121797892070129,-1.5491755613222495,-0.8450484461601062,-1.2519610813652708,-0.9647792317147125
-1.0834244131199058,-0.8691619325437253,-1.055918160517549,-1.5066632749384263,-0.66434267349677,-0.24344833269717903,-0.1553987820535063,-0.8886097294365881,-0.7775983526007721,-0.3412353829071099,-0.37419974669488887,-0.664240495685378,-1.568652634295718,-0.8450484461601062,-1.219566803217769,-0.9934385942588736
-1.078124111126853,-0.869229067628995,-1.0405244803775289,-1.5028484224460568,-0.6212721297582644,-0.2708065859328915,-0.14375281932058706,-0.8691997915483896,-0.7593595171102969,-0.3425908254970679,-0.3701334189250148,-0.6590030655177799,-1.5640225459620158,-0.8156836635552934,-1.2275151185652824,-0.9676329256091128
-1.072886680959255,-0.8116173357854194,-1.0444064679551683,-1.483321279450894,-0.6097476353921242,-0.3135084492869287,-0.13851538915298933,-0.8653178039707493,-0.7515955419550172,-0.30765293729831017,-0.3689623165272911,-0.6461860003871374,-1.555024596583558,-0.8585698671015651,-1.2176103438703634,-0.9757698444086755
-1.0460484433421242,-0.8156836635552936,-1.041879922967487,-1.4937332679606345,-0.6085765329944006,-0.30303358895173316,-0.1268694264200701,-0.8459078660825508,-0.771005479843216,-0.3062974947083521,-0.3611983413720116,-0.6176566447537007,-1.5212578107825236,-0.8610964120892468,-1.1914231930323749,-0.9900638204960555
-1.0291650504416072,-0.8209210937228916,-1.0393533779798054,-1.4820873052277155,-0.5943411534483446,-0.3005070439640514,-0.14917458968041905,-0.8136179912382538,-0.7620075304647578,-0.3140614698636317,-0.3703177591172492,-0.5981838350400467,-1.52386002939942,-0.8519769943440091,-1.1953051806100141,-0.9652321122480247
-1.0344024806092054,-0.7908519553072628,-1.0211145424893302,-1.4665593549171565,-0.583866293113149,-0.2913876262188139,-0.16876886776085215,-0.8085020294374353,-0.7620075304647578,-0.3154169124535897,-0.35731635379437177,-0.6020658226176866,-1.5224374517241928,-0.8533324369339673,-1.1834748776848614,-0.9535861495151057
-1.0447558725776211,-0.80773534820778,-1.0028757069988552,-1.4601508223518342,-0.6019207884113896,-0.2539231930323745,-0.15441201984801695,-0.8085020294374353,-0.707659704377801,-0.34259082549706793,-0.3520789236267741,-0.6073032527852844,-1.5496113647676706,-0.8248030813005308,-1.2240188764356856,-0.9328207690369485
-1.0303990246647858,-0.80773534820778,-1.0067576945764949,-1.4497974303834176,-0.6058027759890295,-0.25916062319997224,-0.1309357541899441,-0.8125054853818545,-0.7090151469677595,-0.3373533953294702,-0.3611983413720116,-0.6073032527852844,-1.5509796091613886,-0.8248030813005311,-1.2279008640133249,-0.9237013512917112
-1.025283062863967,-0.8011424754502242,-0.9989937194212153,-1.4627988357062942,-0.6096847635666689,-0.246159217877095,-0.1309357541899441,-0.79204163817858,-0.7090151469677591,-0.3464728130747077,-0.3573163537943719,-0.6125406829528822,-1.5432156340061094,-0.8104462333876957,-1.1953051806100141,-0.9341762116269067
-1.017519087708688,-0.7790216523821093,-0.9989937194212153,-1.4666808232839341,-0.5708648877902714,-0.24092178770949724,-0.1309357541899441,-0.7673942701227833,-0.7116631603222204,-0.31929890003122946,-0.3573163537943718,-0.6280686332634411,-1.5315696712731903,-0.8415021340088137,-1.1757109025295815,-0.9302942240492668
-1.0072285675657269,-0.7751396648044696,-0.9951117318435754,-1.4665593549171552,-0.5708648877902714,-0.25004120545473474,-0.12569832402234637,-0.7712762577004232,-0.7011882999870248,-0.3245363301988272,-0.3547898088066901,-0.6334275317978182,-1.5315696712731903,-0.8376201464311738,-1.1757109025295818,-0.9145819335464734
-0.9982306181872684,-0.7803770949720671,-0.9951117318435754,-1.4665593549171552,-0.5708648877902714,-0.25004120545473474,-0.12569832402234637,-0.7751582452780631,-0.7064257301546226,-0.31153492487594997,-0.36002723897428773,-0.6178995814872585,-1.5134523041494943,-0.8376201464311741,-1.1823037752871373,-0.9275833388693512
-0.9852292128643911,-0.7751396648044694,-1.005586592178771,-1.4382985396247965,-0.5723417987470085,-0.24480377528713698,-0.1295803115999861,-0.7712762577004232,-0.694779767421703,-0.31153492487594997,-0.35478980880669014,-0.610135606331979,-1.5224502535279527,-0.8234476387105729,-1.183659217877095,-0.9225345121538018
-0.9813472252867512,-0.7699022346368716,-1.047486033519553,-1.4013626485765676,-0.568459811169369,-0.24480377528713698,-0.1295803115999861,-0.7751582452780631,-0.6895423372541053,-0.3037709497206705,-0.3509078212290504,-0.6153730364995769,-1.5368071014407874,-0.8220921961206147,-1.1784217877094973,-0.9082991326077458
-0.9722278075415138,-0.7699022346368718,-1.0422486033519553,-1.4013626485765676,-0.5672258369461901,-0.25004120545473474,-0.13481774176758385,-0.7700422834772445,-0.680544387875647,-0.3037709497206705,-0.3561452513966482,-0.6050196445311605,-1.525228273793138,-0.8195656511329333,-1.1888966480446927,-0.9082991326077458
-0.9761097951191537,-0.7699022346368718,-1.0317737430167597,-1.4052446361542075,-0.5581064192009526,-0.24092178770949724,-0.14005517193518158,-0.7662817642663836,-0.6844263754532868,-0.312890367465908,-0.3509078212290503,-0.6089016321088008,-1.5147534134579426,-0.819565651132933,-1.183659217877095,-0.9058397227053334
-0.9774652377091116,-0.7699022346368718,-1.025180870259204,-1.410482066321805,-0.5581064192009526,-0.24480377528713698,-0.14005517193518166,-0.7623997766887437,-0.6844263754532868,-0.30765293729831017,-0.34567039106145264,-0.6141390622763986,-1.5069894383026627,-0.8248030813005308,-1.1784217877094976,-0.9096545751977037
-0.9722278075415138,-0.7699022346368718,-1.025180870259204,-1.3910092566081513,-0.5581064192009528,-0.2539231930323745,-0.1309357541899441,-0.7701637518440237,-0.6896638056208845,-0.29717807696311466,-0.3495523786390924,-0.6219030374316777,-1.5069894383026627,-0.8248030813005308,-1.1731843575418996,-0.9044171450301058
-0.9632298581630554,-0.7699022346368718,-1.025180870259204,-1.387127269030512,-0.5619884067785925,-0.25004120545473474,-0.13617318435754192,-0.7701637518440237,-0.680544387875647,-0.2932960893854749,-0.3547898088066902,-0.6180210498540382,-1.5069894383026627,-0.8156836635552935,-1.1784217877094973,-0.8953648623701379
-0.9632298581630554,-0.7699022346368718,-1.021298882681564,-1.3923646991981096,-0.5619884067785925,-0.24480377528713698,-0.14141061452513956,-0.7662817642663838,-0.6754284260748284,-0.30629749470835216,-0.3547898088066902,-0.6141390622763983,-1.5069894383026627,-0.8104462333876957,-1.1784217877094973,-0.8953648623701379
-0.9632298581630554,-0.7699022346368718,-1.0265363128491618,-1.3884827116204697,-0.5672258369461903,-0.246159217877095,-0.13617318435754183,-0.7623997766887439,-0.6754284260748284,-0.30629749470835216,-0.36002723897428796,-0.6051411128979398,-1.5069894383026627,-0.8104462333876957,-1.1731843575418996,-0.8953648623701379
-0.9632298581630554,-0.7751396648044695,-1.0265363128491618,-1.3883612432536907,-0.5633438493685505,-0.246159217877095,-0.13617318435754183,-0.7662817642663838,-0.6754284260748284,-0.3010600645407544,-0.3639092265519277,-0.6051411128979398,-1.4966360463342463,-0.8143282209653356,-1.1731843575418996,-0.8953648623701379
-0.9658778715175167,-0.7751396648044694,-1.021298882681564,-1.3831238130860926,-0.5582278875677319,-0.24868576286477673,-0.13617318435754183,-0.7662817642663838,-0.684547843820066,-0.2880586592178771,-0.3639092265519277,-0.6051411128979398,-1.4915200845334278,-0.8143282209653353,-1.1679469273743017,-0.8902489005693194
-0.9658778715175164,-0.7699022346368716,-1.021298882681564,-1.369077036992085,-0.558227887567732,-0.24868576286477673,-0.14005517193518158,-0.7701637518440237,-0.684547843820066,-0.2932960893854749,-0.3509078212290504,-0.6103785430655376,-1.4928755271233864,-0.8104462333876957,-1.1731843575418996,-0.8902489005693194
-0.9606404413499189,-0.7685467920469138,-1.026536312849162,-1.3639610751912667,-0.5583493559345111,-0.24615921787709497,-0.1452926021027793,-0.7611658024655652,-0.6741944518516498,-0.2932960893854749,-0.3561452513966482,-0.6000251510971216,-1.4994140665994324,-0.8156836635552934,-1.1731843575418996,-0.8890149263461408
-0.9528764661946392,-0.7737842222145115,-1.0212988826815643,-1.3639610751912667,-0.5531119257669133,-0.24480377528713698,-0.15441201984801686,-0.750933878863928,-0.6780764394292895,-0.2932960893854749,-0.3509078212290503,-0.6077891262524011,-1.4994140665994324,-0.8118016759776535,-1.1679469273743017,-0.8904375040213683
-0.9581138963622369,-0.7699022346368716,-1.010824022346369,-1.369198505358865,-0.5531119257669133,-0.24480377528713698,-0.15576746243797493,-0.7561713090315259,-0.6819584270069293,-0.2932960893854749,-0.34567039106145264,-0.6077891262524011,-1.485057218686597,-0.8170391061452513,-1.1679469273743017,-0.8904375040213683
-0.9528764661946391,-0.7751396648044693,-1.010824022346369,-1.3640825435580464,-0.5583493559345112,-0.25139664804469275,-0.14664804469273746,-0.7652907267767636,-0.6780764394292894,-0.2932960893854749,-0.35614525139664815,-0.6039071386747612,-1.4889392062642368,-0.8118016759776536,-1.1679469273743017,-0.8813180862761306
-0.9528764661946391,-0.7751396648044693,-1.010824022346369,-1.358845113390448,-0.5583493559345112,-0.25139664804469275,-0.14664804469273746,-0.7652907267767636,-0.6780764394292894,-0.2932960893854749,-0.35614525139664815,-0.6039071386747612,-1.4889392062642368,-0.8065642458100558,-1.162709497206704,-0.8760806561085328
-0.9516424919714604,-0.7751396648044693,-1.010824022346369,-1.358845113390448,-0.5531119257669135,-0.24615921787709497,-0.14664804469273746,-0.7600532966091658,-0.6729604776284708,-0.3062974947083522,-0.35614525139664815,-0.6039071386747612,-1.4889392062642368,-0.801326815642458,-1.162709497206704,-0.8721986685308929
-0.9516424919714604,-0.7751396648044693,-1.0147060099240088,-1.358845113390448,-0.5492299381892736,-0.24615921787709497,-0.14141061452513964,-0.7561713090315259,-0.6768424652061107,-0.3062974947083522,-0.35614525139664815,-0.5949091892963027,-1.485057218686597,-0.801326815642458,-1.166591484784344,-0.8773146303317114
-0.9516424919714604,-0.7803770949720672,-1.0147060099240088,-1.3639610751912665,-0.5492299381892736,-0.25139664804469275,-0.1309357541899441,-0.7561713090315259,-0.6690784900508312,-0.3062974947083522,-0.36390922655192764,-0.5949091892963027,-1.4951676739214548,-0.801326815642458,-1.161354054616746,-0.8773146303317114
-0.9465265301706419,-0.7803770949720671,-1.010824022346369,-1.3639610751912665,-0.5441139763884548,-0.2552786356223325,-0.13481774176758385,-0.7561713090315259,-0.6781979077960687,-0.30241550713071247,-0.35867179638432983,-0.5949091892963027,-1.4951676739214548,-0.801326815642458,-1.1665914847843437,-0.8721986685308929
-0.9465265301706419,-0.7751396648044693,-1.010824022346369,-1.3600790876136268,-0.5493514065560527,-0.2539231930323745,-0.13481774176758385,-0.7561713090315259,-0.6781979077960687,-0.2985335195530727,-0.35090782122905034,-0.6001466194639005,-1.4951676739214548,-0.801326815642458,-1.1704734723619836,-0.8721986685308929
-0.9465265301706419,-0.7699022346368715,-1.0265363128491618,-1.3435185683356974,-0.5481174323328739,-0.25916062319997224,-0.13481774176758385,-0.7561713090315259,-0.6639625282500123,-0.2932960893854749,-0.35614525139664815,-0.594909189296303,-1.5004051040890527,-0.7960893854748602,-1.165236042194386,-0.8670827067300744
-0.941289100003044,-0.7699022346368715,-1.021298882681564,-1.3435185683356974,-0.5481174323328739,-0.25004120545473474,-0.15053003227037706,-0.7421788662190282,-0.6600805406723728,-0.3037709497206703,-0.35090782122905023,-0.5936752150731244,-1.4965902515966822,-0.8065642458100558,-1.1522346368715084,-0.8723872719829416
-0.9477605043938206,-0.7737842222145114,-1.0042311495888132,-1.3487559985032949,-0.5428800021652762,-0.25004120545473474,-0.1452926021027793,-0.7460608537966681,-0.6639625282500127,-0.29853351955307267,-0.3456703910614526,-0.5936752150731244,-1.4913528214290845,-0.8118016759776536,-1.1522346368715084,-0.8762021244753119
-0.9425230742262228,-0.7790216523821091,-1.008113137166453,-1.3474548891948472,-0.5428800021652763,-0.2552786356223325,-0.14005517193518158,-0.7447054112067102,-0.6691999584176105,-0.2932960893854749,-0.3456703910614526,-0.6014391902284039,-1.4874708338514446,-0.8118016759776536,-1.1522346368715084,-0.8618452765624763
-0.9425230742262228,-0.7790216523821091,-1.008113137166453,-1.346099446604889,-0.5428800021652763,-0.2552786356223325,-0.13617318435754183,-0.7355859934614725,-0.6691999584176105,-0.2932960893854749,-0.3547898088066901,-0.5923197724831665,-1.4797068586961655,-0.8222765363128491,-1.1469972067039107,-0.8566749814801483
-0.9374071124254043,-0.7699022346368715,-1.005586592178771,-1.3527594544477144,-0.5428800021652763,-0.25139664804469275,-0.14141061452513964,-0.7355859934614725,-0.6550860472383334,-0.3076529372983102,-0.3547898088066901,-0.5923197724831665,-1.4835888462738054,-0.8118016759776535,-1.1469972067039107,-0.8566749814801483
-0.9374071124254043,-0.7699022346368715,-1.009468579756411,-1.3436400367024763,-0.5389980145876364,-0.246159217877095,-0.14141061452513956,-0.7303485632938747,-0.6589680348159733,-0.31153492487594997,-0.3561452513966481,-0.5794398355270681,-1.498936731676261,-0.801326815642458,-1.1508791942815506,-0.8617909432809668
-0.9374071124254043,-0.7699022346368715,-1.0147060099240088,-1.3306386313795997,-0.5389980145876364,-0.25139664804469275,-0.1309357541899441,-0.7342305508715146,-0.6628500223936131,-0.3062974947083522,-0.3639092265519276,-0.5794398355270681,-1.4744694285285675,-0.8052088032200979,-1.145641764113953,-0.8617909432809668
-0.9361731382022255,-0.7751396648044693,-1.010824022346369,-1.3306386313795997,-0.5338820527868178,-0.25139664804469275,-0.1309357541899441,-0.7303485632938747,-0.6719694401388506,-0.2985335195530727,-0.36914665671952523,-0.5794398355270681,-1.459121543126112,-0.8052088032200979,-1.1508791942815504,-0.8579089557033269
-0.9361731382022255,-0.7790216523821091,-1.005586592178771,-1.3255226695787812,-0.5391194829544156,-0.24480377528713698,-0.1309357541899441,-0.7303485632938747,-0.6680874525612107,-0.3037709497206705,-0.3613826815642459,-0.5846772656946659,-1.4630035307037517,-0.8052088032200979,-1.1508791942815504,-0.8527929939025084
-0.9361731382022255,-0.7685467920469136,-1.0265363128491622,-1.3102632596092996,-0.5327695469304182,-0.2552786356223325,-0.1309357541899441,-0.7264665757162347,-0.6550860472383334,-0.3037709497206705,-0.36662011173184356,-0.5794398355270681,-1.4824763404174057,-0.801326815642458,-1.1469972067039105,-0.8476770321016899
-0.927053720456988,-0.7685467920469135,-1.0212988826815645,-1.3102632596092996,-0.536651534508058,-0.2552786356223325,-0.14005517193518158,-0.7213506139154162,-0.6499700854375149,-0.3037709497206705,-0.36662011173184356,-0.5743238737262495,-1.4786614879250355,-0.801326815642458,-1.1469972067039105,-0.8477441671869596
-0.9322911506245858,-0.7699022346368715,-1.010824022346369,-1.315500689776897,-0.5314141043404602,-0.246159217877095,-0.1452926021027793,-0.7150006778914189,-0.6577340605927944,-0.312890367465908,-0.35614525139664815,-0.5820878488815293,-1.4629491974222422,-0.8065642458100557,-1.1417597765363128,-0.8529815973545573
-0.9322911506245857,-0.7646648044692737,-1.010824022346369,-1.3103847279760785,-0.5261766741728626,-0.25004120545473474,-0.13481774176758385,-0.7241200956366566,-0.6668534783380321,-0.30629749470835216,-0.3600272389742879,-0.5859698364591692,-1.4551852222669623,-0.8065642458100557,-1.1417597765363128,-0.8477441671869594
-0.9361731382022255,-0.759427374301676,-1.010824022346369,-1.305147297808481,-0.5222946865952229,-0.25004120545473474,-0.1309357541899441,-0.7202381080590167,-0.6668534783380321,-0.3024155071307124,-0.36390922655192764,-0.5820878488815293,-1.4474883821969522,-0.8104462333876956,-1.1417597765363128,-0.8463887245970017
-0.9205823160662114,-0.7646648044692737,-1.010824022346369,-1.305147297808481,-0.5222946865952229,-0.25004120545473474,-0.1309357541899441,-0.7150006778914189,-0.6590895031827526,-0.3024155071307124,-0.36390922655192764,-0.5859698364591692,-1.4474883821969522,-0.7999713730525002,-1.1417597765363128,-0.8463887245970017
-0.9205823160662114,-0.7685467920469135,-1.010824022346369,-1.305147297808481,-0.518412699017583,-0.246159217877095,-0.1309357541899441,-0.711118690313779,-0.6500915538042941,-0.30765293729831017,-0.3691466567195254,-0.5769718870807108,-1.451370369774592,-0.7960893854748603,-1.1417597765363128,-0.8463887245970017
