,0
0,-79.72030086297221
1,-92.86755579272004
2,-75.74398825158458
3,-75.00790907274212
4,-83.18618498755039
5,-120.81287569242244
6,-64.21580497921907
7,-73.52036552846126
8,-89.5612765495431
9,-71.09953519684956
10,-71.01696094711708
11,-76.31795801404546
12,-104.05885438284233
13,-101.82789626268382
14,-72.7257481204305
15,-78.53862199261697
16,-88.99194363601846
17,-64.64224463794338
18,-94.33074340161772
19,-70.79348806811844
20,-77.98810709597508
21,-84.49400737464778
22,-70.76137173781346
23,-79.78291262245233
24,-80.25430273524998
25,-65.52442364641422
26,-83.07278888509238
27,-82.9381543826066
28,-86.08185283963859
29,-84.12646194481718
30,-107.67080368415331
31,-87.56914765385082
32,-91.27284619314176
33,-67.37199655386765
34,-79.36366068097743
35,-84.72548765680861
36,-132.26254537266703
37,-95.61552064757647
38,-67.69607275403811
39,-62.571163049616985
40,-77.0724543668746
41,-122.74629898829448
42,-91.51354175760936
43,-109.04756705344836
44,-70.51843107450888
45,-80.1421003691521
46,-78.73899350207154
47,-167.03458073778074
48,-87.36382588510614
49,-68.89023188969365
50,-86.94643913802622
51,-74.87536501115682
52,-75.29022982281084
53,-94.14620797673844
54,-73.38191126642987
55,-68.47183236097527
56,-74.3084104102118
57,-89.35380894971549
58,-89.03054056926332
59,-79.25566677073846
60,-73.38241866555998
61,-68.546675696663
62,-70.9939139146062
63,-79.09451724567342
64,-95.91351431840114
65,-59.486627309164994
66,-104.22197262571842
67,-64.28662744461163
68,-80.90057734222181
69,-74.73867420968845
70,-88.05323886022002
71,-72.3827921153601
72,-74.51314653659266
73,-95.28951599839786
74,-143.2667554425749
75,-65.1706161096506
76,-76.27116805453174
77,-98.66517832591862
78,-71.64864470548407
79,-145.3572747271214
80,-141.3775921869556
81,-63.980398640277215
82,-63.25341850703033
83,-89.55895064004903
84,-57.17804701096318
85,-96.0052146362193
86,-96.5539828181865
87,-67.46605229368325
88,-219.91367906785268
89,-68.50441157393122
90,-112.42205377800452
91,-75.06658290466528
92,-78.03671177551288
93,-65.82326644657928
94,-95.12727598702554
95,-73.15809667578417
96,-70.41133101540463
97,-81.53774581088692
98,-74.79866965049521
99,-99.29561721442673
100,-85.59920515804079
101,-93.54866398231148
102,-80.79577444026869
103,-54.92190816568863
104,-56.78631909622436
105,-77.50649654743845
106,-59.41748600342156
107,-67.80981989203877
108,-108.5743103660478
109,-75.51384901685782
110,-88.77938056488442
111,-76.2733011711973
112,-99.50800741373628
113,-120.5282378587336
114,-84.87593116252609
115,-213.0226011584649
116,-71.21641284830339
117,-67.835245615862
118,-74.88800191395775
119,-89.76402469003045
120,-64.04571278490315
121,-184.78826861945976
122,-62.1896353989499
123,-75.99587125886426
124,-73.80948931323404
125,-75.68121413997254
126,-74.31870712756177
127,-77.01380659174596
128,-86.22382472386533
129,-60.51135558605145
130,-111.10618795401824
131,-137.793871621694
132,-57.73067255134672
133,-83.56454896083144
134,-69.65257409892438
135,-147.63388050344037
136,-113.80506011157952
137,-92.04183305883208
138,-87.10097085117559
139,-72.1857756725617
140,-93.79773936433304
141,-65.2726283175582
142,-100.94607871733832
143,-105.84819370177011
144,-67.2032481248755
145,-90.18608389696746
146,-139.99640633330228
147,-68.73473282939759
148,-87.9331314785967
149,-58.739150192541615
150,-71.66017546655779
151,-62.20079649643519
152,-57.934893324589794
153,-65.49053553876278
154,-79.99574711268151
155,-158.59280499943793
156,-91.06039063246058
157,-74.58677799386285
158,-85.98906428560292
159,-57.28123393615454
160,-93.87957710476502
161,-82.0833412741721
162,-117.87360790207278
163,-71.80269757712861
164,-67.0255774691491
165,-70.77219048125978
166,-82.744771500937
167,-95.49765877732008
168,-138.7431065569629
169,-82.84582237556319
170,-104.0550146817128
171,-135.9447677369142
172,-88.95132298840429
173,-67.82472451332669
174,-61.9321086069215
175,-57.476573598984096
176,-67.09675830640197
177,-77.53511373676874
178,-94.5516040081261
179,-149.69742326105654
180,-84.64810943073604
181,-138.4340731239635
182,-80.26795249520185
183,-85.70518085140152
184,-70.42825139975271
185,-119.60472650534167
186,-64.86656342345134
187,-67.75780425474512
188,-161.26940597897428
189,-86.49059691045508
190,-77.39556680664553
191,-79.35195610881249
192,-93.27072929723964
193,-96.2586601917738
194,-67.75780425474512
195,-55.85090684754224
196,-79.49270532016901
197,-143.92106626889944
198,-83.85662397037272
199,-101.25495349340564
200,-65.06059861072457
201,-91.74261054182271
202,-403.9205793372448
203,-93.02754334930816
204,-198.7479565942696
205,-77.05164515835877
206,-78.28622899571221
207,-177.44247374754835
208,-70.12798081191737
209,-70.45085830348044
210,-73.36120209176985
211,-74.57808959630972
212,-75.12628004466578
213,-138.4340731239635
214,-68.71057037393199
215,-54.84509945154368
216,-101.71474000577608
217,-67.24250902112276
218,-87.56332120068821
219,-154.88487842146137
220,-56.07612849470578
221,-69.10375724338482
222,-153.00058449328137
223,-56.41151207096731
224,-120.47344119436896
225,-56.41151207096731
226,-94.69350731140942
227,-54.68566978153703
228,-74.90491505401816
229,-88.43270538608202
230,-77.63259526156061
231,-97.77893932831948
232,-81.04921366222419
233,-75.7870111054582
234,-90.49768086680442
235,-77.71615638849686
236,-92.97353617982876
237,-92.50896673660048
238,-76.2511360998505
239,-73.48631207884975
240,-85.9838857337623
241,-74.27653640683869
242,-72.10109728644042
243,-72.30407551792652
244,-82.8528381939037
245,-68.96382038495369
246,-78.64920895713946
247,-115.21532860038737
248,-85.13943429005225
249,-83.33216092774062
250,-81.05071343058884
251,-86.22197434452515
252,-79.30616861251715
253,-88.35555499386452
254,-82.36058883772417
255,-77.23570425876746
256,-71.98067793200075
257,-97.54789890678128
258,-113.2541009556486
259,-73.48522283901634
260,-82.46601625128963
261,-70.02286515987801
262,-96.07118911874316
263,-104.46712283478196
264,-97.96899570799432
265,-79.82854213750699
266,-84.46477819337088
267,-83.02020109479595
268,-68.03540715027668
269,-84.07140759714521
270,-88.91143320110446
271,-115.65361914812168
272,-78.60697631814126
273,-83.14311839886
274,-64.15382836515428
275,-73.29474634687627
276,-82.83954507894292
277,-95.84713614370207
278,-118.24840083508232
279,-78.32325639060028
280,-84.28792919682665
281,-94.8734104405221
282,-72.74325513387734
283,-78.09266490116227
284,-80.05911099204631
285,-66.5771496643662
286,-92.1551767648104
287,-74.17831039840571
288,-77.89459860073245
289,-177.35499701684074
290,-104.33175774665456
291,-105.805729486449
292,-95.0439585633992
293,-78.79494686756655
294,-111.24612012007574
295,-81.7585801836495
296,-109.16085741146048
297,-66.61577235168997
298,-80.97045512134005
299,-71.95870788798278
300,-71.49137087511225
301,-71.03856633951911
302,-96.69685388861558
303,-73.53312695620876
304,-80.81806215354773
305,-82.24481461817264
306,-94.54367243519948
307,-86.42288773829512
308,-73.80136707309659
309,-96.53527332124
310,-183.84795637888791
311,-113.9388433403166
312,-73.71779281012175
313,-73.07130500701544
314,-87.32672328821938
315,-87.82999500343904
316,-106.30360666019207
317,-82.86598370648873
318,-72.98973751978934
319,-71.55516166022295
320,-92.99279540301696
321,-78.71375454396771
322,-172.92272636430175
323,-88.51860371258265
324,-74.82742515237707
325,-107.02977021495452
326,-64.14236796201966
327,-81.84609703593294
328,-85.06643661303451
329,-97.98104165150086
330,-74.51552268424122
331,-138.10163590186073
332,-90.712581146023
333,-88.84931328061283
334,-57.69662621472217
335,-87.35579390438866
336,-91.2306676632728
337,-65.7152710533443
338,-82.25202476757859
339,-87.91993433389621
340,-81.65122871340891
341,-70.09218219258972
342,-60.65883439186441
343,-75.20324630462159
344,-75.48916394762378
345,-90.12011071243806
346,-65.59823479172094
347,-94.56192296871563
348,-69.82442128377157
349,-89.72607845770222
350,-88.44123277485203
351,-86.4662674269241
352,-68.50009288735244
353,-76.36070525734915
354,-82.03332452399944
355,-79.7926887981456
356,-73.58852517508942
357,-63.60850478699748
358,-74.30958837865046
359,-93.72220354150238
360,-112.84772742925406
361,-83.2801917665033
362,-91.75934133857382
363,-66.10359317422643
364,-69.83087868693583
365,-67.7632849785445
366,-102.58567165359014
367,-63.47985945653377
368,-116.20819262152423
369,-81.44087290453092
370,-80.79943945614892
371,-89.91093483265664
372,-114.52429654800842
373,-84.20955646877505
374,-79.06199917813277
375,-127.29122758962704
376,-163.88810693214214
377,-90.15204037759518
378,-59.96993928017429
379,-72.67282445057725
380,-86.88360254818396
381,-75.05593710134316
382,-71.64245150208804
383,-88.85364045973118
384,-118.62350982378666
385,-101.03546054125908
386,-81.92321976999413
387,-73.97599310405556
388,-75.70035563486095
389,-64.45393789963518
390,-68.70046936187555
391,-102.89210568095648
392,-88.99639712429078
393,-133.70788888134803
394,-94.53488038247524
395,-69.99042283232387
396,-71.20304493464317
397,-82.37850169055872
398,-79.5630146071996
399,-73.88175527324528
400,-62.74503335419567
401,-147.54541411206026
402,-101.67617295363108
403,-106.1136727464572
404,-107.52954714517264
405,-68.3448396989537
406,-81.93860698733425
407,-100.0598120248635
408,-68.32228895673211
409,-97.561353903278
410,-89.71032349422879
411,-87.23484464089192
412,-95.33275486239424
413,-153.78092479605647
414,-111.52763271193132
415,-83.30025487583515
416,-205.89874383135003
417,-57.64933864859188
418,-126.46981481150122
419,-93.96940637763257
420,-84.82322652548756
421,-71.13207764466699
422,-88.90712056374792
423,-93.8010901050241
424,-66.78017883211564
425,-75.2524113724108
426,-62.56697811798355
427,-123.33388673219618
428,-50.83799663113713
429,-241.17528227075908
430,-102.27367877886368
431,-57.60969831839188
432,-112.78588417275712
433,-108.11858661333372
434,-88.68342075569967
435,-86.80116941487962
436,-65.04663326558817
437,-136.6401840251651
438,-55.82753292247956
439,-91.51432473787835
440,-85.22566772873311
441,-103.19917133081198
442,-136.94964564333984
443,-69.9486411606617
444,-90.63448704730746
445,-79.23289316014117
446,-101.02458386640768
447,-123.1615789563566
448,-64.12524684832336
449,-66.98734047849962
450,-99.1798913715687
451,-57.848246458339815
452,-81.75520051984614
453,-140.92586893848642
454,-92.75752362883004
455,-64.69239706016123
456,-102.81859984068862
457,-85.92762740743069
458,-50.56124490855491
459,-98.86358419829978
460,-79.17335619435228
461,-208.17218004553337
462,-64.82239996553155
463,-64.25820834571087
464,-142.25389164663943
465,-81.29621126889565
466,-108.5561172531373
467,-97.3163419849052
468,-100.3841704201901
469,-57.42154209111548
470,-57.191008184254365
471,-57.52337422415358
472,-72.63312610979129
473,-76.9163134075449
474,-86.38375852386912
475,-77.78863853272527
476,-198.0502969278469
477,-64.6495926266081
478,-90.64776968172498
479,-57.77545310907579
