Average Travel Time
0.00
0.00
22.00
0.00
62.00
27.00
0.00
0.00
45.00
0.00
82.00
0.00
0.00
91.00
0.00
92.00
0.00
0.00
0.00
4.00
34.00
48.00
68.00
0.00
0.00
0.00
0.00
68.00
28.00
0.00
0.00
0.00
0.00
134.00
39.00
0.00
112.00
94.00
70.00
0.00
0.00
0.00
0.00
86.00
0.00
0.00
0.00
90.00
92.00
124.00
0.00
0.00
51.00
0.00
127.00
123.00
41.00
62.00
43.00
41.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
53.00
57.00
0.00
65.00
29.00
8.00
0.00
0.00
49.00
0.00
35.00
0.00
8.00
9.00
134.00
231.00
0.00
49.00
46.00
0.00
54.00
64.00
67.00
119.00
0.00
0.00
337.00
78.00
240.00
0.00
178.00
236.00
37.00
327.00
134.00
248.00
242.00
10.00
10.00
234.00
0.00
0.00
0.00
0.00
0.00
0.00
105.00
12.00
0.00
0.00
0.00
0.00
0.00
0.00
28.00
0.00
0.00
290.00
0.00
148.00
210.00
0.00
1.00
137.00
144.00
189.00
102.00
36.00
0.00
0.00
212.00
189.00
162.00
0.00
283.00
72.00
0.00
0.00
153.00
6.00
145.00
0.00
205.00
0.00
75.00
58.00
63.00
51.00
235.00
0.00
0.00
52.00
162.00
24.00
58.00
16.00
135.00
79.00
0.00
103.00
204.00
0.00
169.00
237.00
0.00
0.00
61.00
0.00
0.00
0.00
96.00
168.00
52.00
108.00
0.00
53.00
208.00
160.00
227.00
89.00
213.00
153.00
427.00
203.00
120.00
277.00
317.00
1.00
0.00
243.00
237.00
101.00
194.00
229.00
0.00
205.00
112.00
183.00
245.00
293.00
149.00
259.00
0.00
272.00
0.00
0.00
0.00
30.00
70.00
76.00
60.00
340.00
291.00
22.00
305.00
46.00
171.00
19.00
352.00
176.00
314.00
370.00
77.00
260.00
183.00
148.00
0.00
152.00
0.00
0.00
343.00
223.00
277.00
167.00
0.00
303.00
267.00
0.00
136.00
304.00
208.00
262.00
0.00
267.00
134.00
52.00
0.00
0.00
0.00
0.00
380.00
176.00
65.00
0.00
0.00
265.00
74.00
249.00
160.00
288.00
139.00
343.00
182.00
276.00
0.00
239.00
185.00
8.00
